geneID,kME
TRINITY_DN4638_c0_g1,0
TRINITY_DN310768_c2_g1,0
TRINITY_DN294759_c0_g1,0
TRINITY_DN311745_c0_g3,0
TRINITY_DN312738_c3_g1,0
TRINITY_DN298167_c1_g1,0
TRINITY_DN256514_c0_g2,0
TRINITY_DN277003_c0_g1,0
TRINITY_DN294778_c3_g3,0
TRINITY_DN295083_c2_g1,0
TRINITY_DN296783_c0_g1,0
TRINITY_DN293349_c0_g1,0
TRINITY_DN298447_c0_g1,0
TRINITY_DN299047_c0_g1,0
TRINITY_DN292999_c3_g1,0
TRINITY_DN299788_c0_g1,0
TRINITY_DN274050_c0_g1,0
TRINITY_DN314848_c0_g1,0
TRINITY_DN298472_c6_g3,0
TRINITY_DN292951_c0_g1,0
TRINITY_DN312740_c0_g1,0
TRINITY_DN299726_c0_g1,0
TRINITY_DN298475_c0_g1,0
TRINITY_DN311475_c2_g1,0
TRINITY_DN311070_c0_g2,0
TRINITY_DN298161_c0_g1,0
TRINITY_DN311743_c1_g1,0
TRINITY_DN316932_c1_g1,0
TRINITY_DN255937_c0_g2,0
TRINITY_DN252362_c0_g1,0
TRINITY_DN312716_c1_g1,0
TRINITY_DN294655_c3_g1,0
TRINITY_DN293398_c2_g7,0
TRINITY_DN314627_c4_g1,0
TRINITY_DN310080_c0_g1,0
TRINITY_DN296706_c2_g1,0
TRINITY_DN296757_c3_g1,0
TRINITY_DN299260_c0_g1,0
TRINITY_DN298836_c0_g1,0
TRINITY_DN311478_c0_g1,0
TRINITY_DN271662_c0_g1,0
TRINITY_DN299022_c0_g1,0
TRINITY_DN299750_c3_g2,0
TRINITY_DN311784_c3_g3,0
TRINITY_DN277207_c0_g1,0
TRINITY_DN271276_c0_g1,0
TRINITY_DN294670_c3_g1,0
TRINITY_DN296362_c0_g1,0
TRINITY_DN276843_c0_g1,0
TRINITY_DN271057_c0_g1,0
TRINITY_DN278966_c0_g2,0
TRINITY_DN314173_c2_g1,0
TRINITY_DN294779_c1_g3,0
TRINITY_DN277009_c0_g1,0
TRINITY_DN299795_c0_g1,0
TRINITY_DN294779_c1_g2,0
TRINITY_DN294101_c0_g1,0
TRINITY_DN294650_c0_g7,0
TRINITY_DN299756_c1_g1,0
TRINITY_DN254083_c0_g1,0
TRINITY_DN298231_c0_g1,0
TRINITY_DN293813_c0_g1,0
TRINITY_DN299795_c0_g2,0
TRINITY_DN310745_c1_g1,0
TRINITY_DN296754_c4_g2,0
TRINITY_DN276575_c0_g1,0
TRINITY_DN294126_c0_g1,0
TRINITY_DN292979_c1_g3,0
TRINITY_DN312739_c5_g1,0
TRINITY_DN296770_c4_g4,0
TRINITY_DN316937_c1_g1,0
TRINITY_DN294650_c0_g2,0
TRINITY_DN292973_c0_g2,0
TRINITY_DN294769_c0_g2,0
TRINITY_DN314867_c0_g1,0
TRINITY_DN312753_c3_g2,0
TRINITY_DN299294_c0_g1,0
TRINITY_DN293495_c0_g1,0
TRINITY_DN298600_c0_g1,0
TRINITY_DN316210_c1_g1,0
TRINITY_DN311752_c0_g1,0
TRINITY_DN298472_c6_g2,0
TRINITY_DN312705_c0_g1,0
TRINITY_DN256323_c0_g1,0
TRINITY_DN299782_c2_g3,0
TRINITY_DN312713_c0_g1,0
TRINITY_DN256245_c0_g1,0
TRINITY_DN311758_c0_g2,0
TRINITY_DN256575_c0_g1,0
TRINITY_DN3463_c0_g1,0
TRINITY_DN277043_c0_g2,0
TRINITY_DN294168_c8_g1,0
TRINITY_DN276064_c0_g1,0
TRINITY_DN298166_c1_g1,0
TRINITY_DN299780_c0_g1,0
TRINITY_DN54414_c0_g1,0
TRINITY_DN293699_c0_g1,0
TRINITY_DN311036_c1_g2,0
TRINITY_DN295073_c1_g1,0
TRINITY_DN252333_c0_g1,0
TRINITY_DN274625_c0_g1,0
TRINITY_DN298847_c1_g3,0
TRINITY_DN314626_c2_g2,0
TRINITY_DN310768_c2_g2,0
TRINITY_DN298861_c0_g1,0
TRINITY_DN293690_c9_g2,0
TRINITY_DN293493_c1_g1,0
TRINITY_DN295265_c0_g1,0
TRINITY_DN298166_c2_g2,0
TRINITY_DN293815_c1_g1,0
TRINITY_DN293345_c0_g1,0
TRINITY_DN314869_c0_g2,0
TRINITY_DN278966_c0_g1,0
TRINITY_DN254006_c0_g1,0
TRINITY_DN257902_c0_g1,0
TRINITY_DN314250_c2_g3,0
TRINITY_DN59464_c0_g1,0
TRINITY_DN292378_c0_g1,0
TRINITY_DN296218_c0_g2,0
TRINITY_DN295227_c0_g1,0
TRINITY_DN293698_c3_g4,0
TRINITY_DN274841_c0_g1,0
TRINITY_DN294107_c0_g2,0
TRINITY_DN277218_c0_g1,0
TRINITY_DN22013_c0_g1,0
TRINITY_DN296719_c0_g1,0
TRINITY_DN298841_c4_g1,0
TRINITY_DN310764_c2_g1,0
TRINITY_DN299790_c2_g3,0
TRINITY_DN296770_c4_g3,0
TRINITY_DN296780_c0_g1,0
TRINITY_DN316904_c8_g6,0
TRINITY_DN292979_c1_g4,0
TRINITY_DN294650_c0_g1,0
TRINITY_DN299672_c0_g1,0
TRINITY_DN293818_c3_g1,0
TRINITY_DN222900_c0_g1,0
TRINITY_DN293450_c1_g3,0
TRINITY_DN684697_c0_g1,0
TRINITY_DN298863_c1_g1,0
TRINITY_DN298417_c3_g4,0
TRINITY_DN293690_c9_g3,0
TRINITY_DN299724_c0_g4,0
TRINITY_DN294787_c0_g1,0
TRINITY_DN310020_c0_g1,0
TRINITY_DN277216_c0_g1,0
TRINITY_DN294779_c1_g1,0
TRINITY_DN311790_c1_g3,0
TRINITY_DN256514_c0_g1,0
TRINITY_DN314643_c0_g2,0
TRINITY_DN292323_c0_g1,0
TRINITY_DN293687_c0_g1,0
TRINITY_DN298166_c1_g2,0
TRINITY_DN256514_c0_g3,0
TRINITY_DN255884_c0_g1,0
TRINITY_DN154815_c0_g1,0
TRINITY_DN298449_c3_g1,0
TRINITY_DN312044_c3_g1,0
TRINITY_DN276041_c1_g1,0
TRINITY_DN278815_c1_g1,0
TRINITY_DN276991_c0_g1,0
TRINITY_DN314629_c1_g1,0
TRINITY_DN293690_c9_g1,0
TRINITY_DN292979_c0_g1,0
TRINITY_DN293450_c1_g2,0
TRINITY_DN314836_c2_g1,0
TRINITY_DN6486_c0_g1,0
TRINITY_DN1313_c0_g1,0
TRINITY_DN299020_c1_g3,0
TRINITY_DN110605_c0_g1,0
TRINITY_DN314107_c4_g1,0
TRINITY_DN311070_c1_g1,0
TRINITY_DN106385_c0_g1,0
TRINITY_DN293398_c2_g11,0
TRINITY_DN299726_c0_g3,0
TRINITY_DN318595_c0_g1,0
TRINITY_DN298841_c5_g2,0
TRINITY_DN314160_c5_g1,0
TRINITY_DN316223_c7_g1,0
TRINITY_DN294789_c1_g2,0
TRINITY_DN37440_c0_g1,0
TRINITY_DN314107_c4_g2,0
TRINITY_DN278999_c3_g9,0
TRINITY_DN316991_c4_g2,0
TRINITY_DN311784_c1_g1,0
TRINITY_DN317690_c0_g1,0
TRINITY_DN316231_c0_g5,0
TRINITY_DN318557_c0_g1,0
TRINITY_DN296750_c0_g1,0
TRINITY_DN278312_c0_g1,0
TRINITY_DN277941_c0_g3,0
TRINITY_DN231508_c0_g1,0
TRINITY_DN298440_c1_g1,0
TRINITY_DN316238_c0_g1,0
TRINITY_DN314216_c9_g1,0
TRINITY_DN317266_c4_g1,0
TRINITY_DN29292_c0_g1,0
TRINITY_DN311478_c0_g3,0
TRINITY_DN311734_c0_g1,0
TRINITY_DN22369_c0_g1,0
TRINITY_DN293486_c0_g2,0
TRINITY_DN317260_c4_g2,0
TRINITY_DN294748_c1_g1,0
TRINITY_DN276860_c0_g1,0
TRINITY_DN316233_c0_g1,0
TRINITY_DN312088_c0_g2,0
TRINITY_DN299255_c0_g2,0
TRINITY_DN226043_c0_g1,0
TRINITY_DN311036_c1_g6,0
TRINITY_DN292327_c0_g2,0
TRINITY_DN292386_c0_g1,0
TRINITY_DN35365_c0_g1,0
TRINITY_DN294198_c5_g1,0
TRINITY_DN314150_c1_g2,0
TRINITY_DN401791_c0_g1,0
TRINITY_DN293698_c3_g2,0
TRINITY_DN293355_c1_g2,0
TRINITY_DN311466_c0_g3,0
TRINITY_DN238430_c0_g1,0
TRINITY_DN298693_c3_g2,0
TRINITY_DN312087_c2_g1,0
TRINITY_DN238258_c0_g1,0
TRINITY_DN294779_c0_g1,0
TRINITY_DN316906_c0_g3,0
TRINITY_DN294770_c0_g1,0
TRINITY_DN29865_c0_g1,0
TRINITY_DN298417_c3_g1,0
TRINITY_DN316994_c2_g1,0
TRINITY_DN211627_c0_g1,0
TRINITY_DN593429_c0_g1,0
TRINITY_DN311792_c0_g1,0
TRINITY_DN254036_c0_g1,0
TRINITY_DN17396_c0_g1,0
TRINITY_DN2272_c0_g1,0
TRINITY_DN296378_c7_g3,0
TRINITY_DN553912_c0_g1,0
TRINITY_DN276267_c0_g1,0
TRINITY_DN296798_c5_g5,0
TRINITY_DN385930_c0_g1,0
TRINITY_DN340697_c0_g1,0
TRINITY_DN299262_c1_g1,0
TRINITY_DN6382_c0_g1,0
TRINITY_DN276068_c0_g2,0
TRINITY_DN35974_c0_g1,0
TRINITY_DN311754_c1_g1,0
TRINITY_DN375603_c0_g1,0
TRINITY_DN649519_c0_g1,0
TRINITY_DN312741_c5_g1,0
TRINITY_DN66408_c0_g1,0
TRINITY_DN104659_c0_g1,0
TRINITY_DN104204_c0_g1,0
TRINITY_DN316996_c1_g1,0
TRINITY_DN385650_c0_g1,0
TRINITY_DN223802_c0_g1,0
TRINITY_DN116735_c0_g2,0
TRINITY_DN293685_c0_g1,0
TRINITY_DN294670_c4_g1,0
TRINITY_DN3516_c0_g1,0
TRINITY_DN6668_c0_g1,0
TRINITY_DN372963_c0_g1,0
TRINITY_DN314830_c1_g1,0
TRINITY_DN299276_c0_g1,0
TRINITY_DN37137_c0_g1,0
TRINITY_DN226751_c0_g1,0
TRINITY_DN312758_c0_g1,0
TRINITY_DN380313_c0_g1,0
TRINITY_DN344664_c0_g1,0
TRINITY_DN371700_c0_g1,0
TRINITY_DN316221_c2_g1,0
TRINITY_DN299253_c0_g1,0
TRINITY_DN278991_c0_g2,0
TRINITY_DN27886_c0_g1,0
TRINITY_DN299251_c0_g1,0
TRINITY_DN294198_c5_g3,0
TRINITY_DN274553_c0_g2,0
TRINITY_DN296374_c0_g3,0
TRINITY_DN292978_c0_g1,0
TRINITY_DN312721_c0_g1,0
TRINITY_DN298814_c0_g4,0
TRINITY_DN299654_c1_g7,0
TRINITY_DN136912_c0_g1,0
TRINITY_DN316904_c7_g3,0
TRINITY_DN231373_c0_g1,0
TRINITY_DN175110_c0_g1,0
TRINITY_DN48458_c0_g1,0
TRINITY_DN295229_c1_g1,0
TRINITY_DN292955_c2_g1,0
TRINITY_DN314279_c0_g1,0
TRINITY_DN298470_c0_g3,0
TRINITY_DN310726_c3_g1,0
TRINITY_DN276939_c0_g1,0
TRINITY_DN316931_c2_g4,0
TRINITY_DN317295_c3_g2,0
TRINITY_DN385747_c0_g1,0
TRINITY_DN294774_c0_g3,0
TRINITY_DN277063_c0_g2,0
TRINITY_DN23427_c0_g1,0
TRINITY_DN298147_c1_g2,0
TRINITY_DN293497_c0_g3,0
TRINITY_DN457302_c0_g1,0
TRINITY_DN251099_c0_g2,0
TRINITY_DN228021_c0_g1,0
TRINITY_DN314252_c0_g2,0
TRINITY_DN296703_c1_g1,0
TRINITY_DN6751_c0_g1,0
TRINITY_DN299654_c1_g4,0
TRINITY_DN277959_c0_g1,0
TRINITY_DN314235_c0_g1,0
TRINITY_DN234234_c0_g1,0
TRINITY_DN314150_c0_g1,0
TRINITY_DN293478_c2_g12,0
TRINITY_DN276555_c0_g1,0
TRINITY_DN314213_c0_g2,0
TRINITY_DN318036_c0_g1,0
TRINITY_DN277323_c0_g1,0
TRINITY_DN312765_c0_g3,0
TRINITY_DN11152_c0_g1,0
TRINITY_DN1396_c0_g1,0
TRINITY_DN296771_c3_g1,0
TRINITY_DN314639_c0_g2,0
TRINITY_DN255937_c0_g1,0
TRINITY_DN296770_c3_g1,0
TRINITY_DN31413_c0_g1,0
TRINITY_DN6255_c0_g1,0
TRINITY_DN35696_c0_g1,0
TRINITY_DN4895_c0_g1,0
TRINITY_DN292910_c0_g5,0
TRINITY_DN255289_c0_g1,0
TRINITY_DN110238_c0_g1,0
TRINITY_DN591461_c0_g1,0
TRINITY_DN4552_c0_g1,0
TRINITY_DN154819_c0_g1,0
TRINITY_DN104339_c0_g1,0
TRINITY_DN226917_c0_g1,0
TRINITY_DN314624_c4_g1,0
TRINITY_DN311740_c1_g1,0
TRINITY_DN314151_c2_g1,0
TRINITY_DN274889_c0_g2,0
TRINITY_DN298144_c0_g1,0
TRINITY_DN37441_c0_g1,0
TRINITY_DN314830_c3_g1,0
TRINITY_DN314235_c1_g2,0
TRINITY_DN314630_c0_g1,0
TRINITY_DN292667_c0_g2,0
TRINITY_DN296372_c0_g1,0
TRINITY_DN356909_c0_g1,0
TRINITY_DN312715_c0_g3,0
TRINITY_DN299782_c2_g9,0
TRINITY_DN689285_c0_g1,0
TRINITY_DN318517_c0_g1,0
TRINITY_DN38559_c0_g1,0
TRINITY_DN151641_c0_g1,0
TRINITY_DN299271_c0_g1,0
TRINITY_DN371664_c0_g1,0
TRINITY_DN254210_c0_g1,0
TRINITY_DN298604_c8_g7,0
TRINITY_DN3531_c0_g1,0
TRINITY_DN619964_c0_g1,0
TRINITY_DN298235_c4_g2,0
TRINITY_DN298604_c2_g1,0
TRINITY_DN311773_c2_g3,0
TRINITY_DN314640_c2_g2,0
TRINITY_DN312721_c0_g6,0
TRINITY_DN256625_c0_g1,0
TRINITY_DN316640_c4_g2,0
TRINITY_DN311462_c1_g2,0
TRINITY_DN314176_c1_g5,0
TRINITY_DN296798_c3_g3,0
TRINITY_DN312719_c0_g4,0
TRINITY_DN314625_c1_g2,0
TRINITY_DN298808_c4_g1,0
TRINITY_DN311793_c4_g1,0
TRINITY_DN293452_c1_g2,0
TRINITY_DN371320_c0_g1,0
TRINITY_DN259521_c0_g1,0
TRINITY_DN311076_c1_g2,0
TRINITY_DN312769_c1_g1,0
TRINITY_DN310086_c1_g4,0
TRINITY_DN316220_c0_g3,0
TRINITY_DN312722_c3_g1,0
TRINITY_DN312761_c0_g3,0
TRINITY_DN314250_c2_g5,0
TRINITY_DN277942_c0_g2,0
TRINITY_DN4402_c0_g2,0
TRINITY_DN6279_c0_g1,0
TRINITY_DN311732_c0_g4,0
TRINITY_DN294196_c0_g2,0
TRINITY_DN292395_c0_g1,0
TRINITY_DN311039_c3_g2,0
TRINITY_DN314216_c8_g1,0
TRINITY_DN296758_c2_g4,0
TRINITY_DN274627_c0_g1,0
TRINITY_DN298472_c6_g4,0
TRINITY_DN314176_c0_g1,0
TRINITY_DN228089_c0_g1,0
TRINITY_DN292387_c5_g1,0
TRINITY_DN299262_c2_g3,0
TRINITY_DN292335_c2_g1,0
TRINITY_DN274797_c0_g1,0
TRINITY_DN292974_c7_g1,0
TRINITY_DN45641_c0_g1,0
TRINITY_DN274798_c0_g1,0
TRINITY_DN278921_c1_g2,0
TRINITY_DN338042_c0_g1,0
TRINITY_DN46453_c0_g1,0
TRINITY_DN299795_c0_g3,0
TRINITY_DN318516_c0_g1,0
TRINITY_DN256622_c0_g1,0
TRINITY_DN173930_c0_g1,0
TRINITY_DN296770_c3_g3,0
TRINITY_DN231087_c1_g1,0
TRINITY_DN649998_c0_g1,0
TRINITY_DN292338_c1_g1,0
TRINITY_DN296219_c2_g3,0
TRINITY_DN274826_c0_g2,0
TRINITY_DN314255_c0_g1,0
TRINITY_DN540533_c0_g1,0
TRINITY_DN231202_c0_g3,0
TRINITY_DN226687_c0_g1,0
TRINITY_DN274055_c0_g1,0
TRINITY_DN316931_c2_g3,0
TRINITY_DN292998_c4_g1,0
TRINITY_DN6178_c0_g1,0
TRINITY_DN312721_c0_g7,0
TRINITY_DN299782_c2_g4,0
TRINITY_DN274890_c0_g1,0
TRINITY_DN102663_c0_g1,0
TRINITY_DN293477_c0_g1,0
TRINITY_DN299656_c1_g1,0
TRINITY_DN48344_c0_g1,0
TRINITY_DN298844_c0_g1,0
TRINITY_DN311498_c1_g2,0
TRINITY_DN111582_c0_g1,0
TRINITY_DN222921_c0_g1,0
TRINITY_DN4433_c0_g1,0
TRINITY_DN220302_c0_g1,0
TRINITY_DN2354_c0_g1,0
TRINITY_DN255890_c0_g1,0
TRINITY_DN299782_c1_g1,0
TRINITY_DN11064_c0_g1,0
TRINITY_DN173575_c0_g1,0
TRINITY_DN294772_c2_g2,0
TRINITY_DN299720_c0_g2,0
TRINITY_DN256514_c0_g4,0
TRINITY_DN292329_c0_g1,0
TRINITY_DN311070_c0_g4,0
TRINITY_DN310732_c2_g5,0
TRINITY_DN401243_c0_g1,0
TRINITY_DN254216_c0_g1,0
TRINITY_DN312761_c0_g2,0
TRINITY_DN540595_c0_g1,0
TRINITY_DN349249_c0_g1,0
TRINITY_DN311787_c1_g1,0
TRINITY_DN311732_c0_g6,0
TRINITY_DN557_c0_g1,0
TRINITY_DN314216_c8_g2,0
TRINITY_DN106380_c0_g1,0
TRINITY_DN59967_c0_g1,0
TRINITY_DN59436_c0_g1,0
TRINITY_DN296270_c3_g6,0
TRINITY_DN256648_c0_g1,0
TRINITY_DN46492_c0_g1,0
TRINITY_DN292958_c0_g2,0
TRINITY_DN310021_c0_g1,0
TRINITY_DN256922_c0_g2,0
TRINITY_DN111592_c0_g1,0
TRINITY_DN2348_c0_g1,0
TRINITY_DN310086_c1_g3,0
TRINITY_DN292974_c6_g1,0
TRINITY_DN668537_c0_g1,0
TRINITY_DN544354_c0_g1,0
TRINITY_DN293826_c5_g1,0
TRINITY_DN299635_c7_g4,0
TRINITY_DN276819_c0_g1,0
TRINITY_DN311715_c0_g3,0
TRINITY_DN312711_c0_g1,0
TRINITY_DN104657_c0_g1,0
TRINITY_DN312795_c0_g1,0
TRINITY_DN59380_c0_g1,0
TRINITY_DN1602_c0_g1,0
TRINITY_DN298449_c4_g5,0
TRINITY_DN68793_c0_g1,0
TRINITY_DN338104_c0_g1,0
TRINITY_DN299049_c1_g3,0
TRINITY_DN314178_c0_g1,0
TRINITY_DN296777_c0_g1,0
TRINITY_DN277085_c1_g1,0
TRINITY_DN259681_c0_g1,0
TRINITY_DN292320_c0_g5,0
TRINITY_DN278990_c0_g1,0
TRINITY_DN226611_c0_g1,0
TRINITY_DN63741_c0_g1,0
TRINITY_DN292903_c0_g1,0
TRINITY_DN296798_c1_g1,0
TRINITY_DN25643_c0_g1,0
TRINITY_DN294675_c1_g4,0
TRINITY_DN384253_c0_g1,0
TRINITY_DN689087_c0_g1,0
TRINITY_DN106784_c0_g1,0
TRINITY_DN15136_c0_g1,0
TRINITY_DN231506_c0_g1,0
TRINITY_DN294137_c1_g6,0
TRINITY_DN312721_c0_g8,0
TRINITY_DN139737_c0_g1,0
TRINITY_DN254004_c0_g2,0
TRINITY_DN375651_c0_g1,0
TRINITY_DN222984_c0_g1,0
TRINITY_DN314884_c0_g2,0
TRINITY_DN274844_c0_g1,0
TRINITY_DN296276_c1_g1,0
TRINITY_DN223807_c0_g1,0
TRINITY_DN293478_c2_g8,0
TRINITY_DN102508_c0_g1,0
TRINITY_DN278348_c0_g1,0
TRINITY_DN215898_c0_g1,0
TRINITY_DN346136_c0_g1,0
TRINITY_DN293452_c1_g6,0
TRINITY_DN317254_c3_g1,0
TRINITY_DN254004_c0_g3,0
TRINITY_DN612712_c0_g1,0
TRINITY_DN254233_c0_g1,0
TRINITY_DN293478_c2_g11,0
TRINITY_DN6686_c0_g1,0
TRINITY_DN312795_c0_g5,0
TRINITY_DN102375_c0_g1,0
TRINITY_DN298867_c0_g1,0
TRINITY_DN312083_c3_g2,0
TRINITY_DN659541_c0_g1,0
TRINITY_DN316233_c0_g2,0
TRINITY_DN274620_c0_g2,0
TRINITY_DN1764_c0_g1,0
TRINITY_DN385770_c0_g1,0
TRINITY_DN61935_c0_g1,0
TRINITY_DN310733_c0_g1,0
TRINITY_DN256684_c0_g1,0
TRINITY_DN227339_c0_g1,0
TRINITY_DN314172_c2_g1,0
TRINITY_DN310747_c2_g1,0
TRINITY_DN256626_c0_g1,0
TRINITY_DN316233_c1_g2,0
TRINITY_DN295262_c4_g1,0
TRINITY_DN277072_c0_g2,0
TRINITY_DN256616_c0_g1,0
TRINITY_DN293355_c1_g4,0
TRINITY_DN292998_c4_g3,0
TRINITY_DN276295_c0_g1,0
TRINITY_DN311789_c5_g1,0
TRINITY_DN271274_c0_g1,0
TRINITY_DN643081_c0_g1,0
TRINITY_DN293493_c2_g1,0
TRINITY_DN371663_c0_g1,0
TRINITY_DN274844_c0_g2,0
TRINITY_DN173924_c0_g1,0
TRINITY_DN295076_c0_g1,0
TRINITY_DN6744_c0_g1,0
TRINITY_DN68847_c0_g1,0
TRINITY_DN277916_c0_g1,0
TRINITY_DN255991_c0_g2,0
TRINITY_DN176935_c0_g1,0
TRINITY_DN35192_c0_g1,0
TRINITY_DN234971_c0_g1,0
TRINITY_DN254230_c0_g1,0
TRINITY_DN3187_c0_g1,0
TRINITY_DN299700_c1_g2,0
TRINITY_DN293826_c5_g10,0
TRINITY_DN6639_c0_g1,0
TRINITY_DN276044_c0_g1,0
TRINITY_DN296771_c4_g7,0
TRINITY_DN274791_c0_g1,0
TRINITY_DN457871_c0_g1,0
TRINITY_DN292320_c0_g1,0
TRINITY_DN296378_c7_g2,0
TRINITY_DN25186_c0_g1,0
TRINITY_DN276550_c2_g1,0
TRINITY_DN299782_c2_g8,0
TRINITY_DN222992_c1_g1,0
TRINITY_DN226044_c0_g1,0
TRINITY_DN312746_c0_g1,0
TRINITY_DN256935_c0_g1,0
TRINITY_DN299722_c0_g3,0
TRINITY_DN40177_c0_g2,0
TRINITY_DN316953_c9_g3,0
TRINITY_DN294612_c7_g2,0
TRINITY_DN293685_c3_g2,0
TRINITY_DN312004_c0_g1,0
TRINITY_DN311466_c0_g1,0
TRINITY_DN312721_c0_g5,0
TRINITY_DN310739_c1_g7,0
TRINITY_DN11147_c0_g1,0
TRINITY_DN299654_c1_g5,0
TRINITY_DN314213_c0_g7,0
TRINITY_DN27773_c0_g1,0
TRINITY_DN4409_c0_g1,0
TRINITY_DN31766_c0_g1,0
TRINITY_DN173924_c0_g2,0
TRINITY_DN175462_c0_g1,0
TRINITY_DN105056_c0_g1,0
TRINITY_DN231544_c0_g1,0
TRINITY_DN277295_c0_g1,0
TRINITY_DN314648_c0_g5,0
TRINITY_DN314103_c0_g1,0
TRINITY_DN311920_c0_g2,0
TRINITY_DN292916_c0_g1,0
TRINITY_DN440482_c0_g1,0
TRINITY_DN231084_c0_g1,0
TRINITY_DN314213_c0_g4,0
TRINITY_DN238599_c0_g1,0
TRINITY_DN463905_c0_g1,0
TRINITY_DN375352_c0_g1,0
TRINITY_DN314830_c2_g1,0
TRINITY_DN311924_c0_g1,0
TRINITY_DN668734_c0_g1,0
TRINITY_DN314152_c6_g3,0
TRINITY_DN637398_c0_g1,0
TRINITY_DN6126_c0_g1,0
TRINITY_DN276603_c0_g1,0
TRINITY_DN271219_c0_g1,0
TRINITY_DN271551_c0_g1,0
TRINITY_DN299785_c1_g3,0
TRINITY_DN277045_c0_g1,0
TRINITY_DN277946_c0_g1,0
TRINITY_DN311499_c1_g4,0
TRINITY_DN271273_c0_g2,0
TRINITY_DN274734_c0_g2,0
TRINITY_DN311715_c0_g1,0
